bukrs,belnr,gjahr,buzei,Review_Focus,Priority_Tier,Model_Anomaly_Count,IF_Label,LOF_Label,AE_Label,IF_Score,LOF_Score,AE_MSE_Error,HRF_IsOutsideBusinessHours,HRF_IsWeekend,HRF_IsRareTCodeForUser,HRF_IsMissingCostCenter,HRF_IsHighUserDev,HRF_IsHighAcctDev,HRF_IsHighValue,HRF_IsLowValue,blart,tcode,usnam_bkpf,racct,hsl,budat_bkpf
EU01,4900000026,2022,5,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0143,61.535,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,11838581150,30-03-2022
USA1,4900000162,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-0.989,60.0942,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-11680062999,02-04-2022
USA1,4900000105,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0922,-1.1006,56.8437,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,SIBASISM,300000,10792395112,31-03-2022
USA1,4900000160,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0759,-0.9932,50.7747,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,9961673873,02-04-2022
EU01,4900000095,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0759,-0.9932,50.7731,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,9961476732,02-04-2022
EU01,4900000086,2022,4,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0759,-0.9932,50.7381,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,9957077739,02-04-2022
USA1,4900000153,2022,8,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0759,-0.9931,50.7071,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,9953170454,02-04-2022
USA1,5000017716,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0743,49.8459,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-10109174400,19-04-2018
USA1,5000017717,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0693,49.3695,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-10047428550,13-04-2018
USA1,5000018021,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0514,47.5778,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-9812033100,18-07-2018
USA1,5000017706,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0505,47.4708,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-9797812650,25-05-2018
USA1,5000017716,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0743,46.8443,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,10109174400,19-04-2018
USA1,5000017715,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0452,46.6725,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-9691112700,06-05-2018
USA1,4900000108,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0961,-1.0121,46.4741,0,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,SIBASISM,399999,-8770377973,31-03-2022
USA1,5000017717,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0693,46.3649,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,10047428550,13-04-2018
USA1,4900000160,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0308,45.6088,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-9961673873,02-04-2022
EU01,4900000095,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0308,45.6072,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-9961476732,02-04-2022
EU01,4900000086,2022,3,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0308,45.5728,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-9957077739,02-04-2022
USA1,4900000153,2022,7,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.066,-1.0308,45.5423,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-9953170454,02-04-2022
EU01,5000015901,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0248,-1.0921,45.0404,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-10279196550,18-06-2018
USA1,5000018021,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0514,44.5627,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,9812033100,18-07-2018
USA1,5000017706,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0505,44.4551,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,9797812650,25-05-2018
USA1,4900000159,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0764,-0.9995,43.944,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,9066230585,02-04-2022
USA1,5000017712,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0288,43.6958,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-9314578800,18-05-2018
USA1,5000017715,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0452,43.6526,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,9691112700,06-05-2018
USA1,5000017705,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0268,43.4916,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-9290868300,24-05-2018
EU01,5000015901,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.015,-1.092,42.8044,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,10279196550,18-06-2018
EU01,5000015895,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0248,-1.0962,42.2957,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-9920997900,19-06-2018
EU01,5000015270,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0248,-1.0919,42.0235,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-9884819250,28-04-2018
USA1,5000017704,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0114,41.4731,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-9052882650,21-05-2018
USA1,4900000108,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0922,-1.1274,41.1097,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,SIBASISM,300000,8770377973,31-03-2022
USA1,5000017712,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0288,40.8869,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,9314578800,18-05-2018
USA1,5000017705,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0268,40.7162,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,9290868300,24-05-2018
USA1,4900000163,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0764,-1.0009,40.2364,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,8545087443,02-04-2022
EU01,5000015895,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.015,-1.0961,40.0592,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,9920997900,19-06-2018
EU01,4900000028,2022,12,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0764,-1.0009,39.9748,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-8507236100,30-03-2022
EU01,5000015270,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.015,-1.0917,39.7871,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,9884819250,28-04-2018
USA1,5000017704,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0114,39.0254,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,9052882650,21-05-2018
USA1,4900000159,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0655,-1.0209,38.8828,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-9066230585,02-04-2022
EU01,4900000091,2022,12,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0764,-1.0013,38.2798,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,8258243587,02-04-2022
EU01,5000015899,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0244,-1.0726,37.9142,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-9322985700,27-07-2018
EU01,4900000094,2022,12,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0764,-1.0013,37.6515,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,8164242644,02-04-2022
EU01,5000015260,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0244,-1.0711,37.3844,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-9248268600,24-04-2018
USA1,4900000135,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.094,-1.0448,36.6388,0,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,SIBASISM,399999,-7296846078,31-03-2022
USA1,5000018035,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0005,36.5181,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-8438217300,19-07-2018
EU01,5000015263,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0244,-1.056,35.8314,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-9025980750,22-05-2018
EU01,5000015899,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0145,-1.0724,35.6846,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,9322985700,27-07-2018
EU01,5000015261,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0244,-1.0455,35.349,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-8955902250,19-04-2018
USA1,4900000163,2022,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0655,-1.0295,35.2276,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-8545087443,02-04-2022
EU01,5000015260,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0145,-1.0709,35.1563,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,9248268600,24-04-2018
EU01,5000015900,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0244,-1.0414,35.0085,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-8906133150,04-06-2018
EU01,4900000028,2022,11,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0655,-1.0295,34.9696,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,8507236100,30-03-2022
USA1,4900000156,2022,10,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0764,-1.0379,34.8505,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,7732866142,02-04-2022
USA1,5000018035,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0004,34.3499,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,8438217300,19-07-2018
USA1,4900000160,2022,10,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0764,-1.0438,34.0025,0,1,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,7598015815,02-04-2022
EU01,5000015263,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0145,-1.0558,33.6088,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,9025980750,22-05-2018
EU01,4900000091,2022,11,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0655,-1.07,33.2971,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-8258243587,02-04-2022
EU01,5000015261,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0145,-1.0453,33.1284,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,8955902250,19-04-2018
USA1,4900000108,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0945,-1.1095,32.921,0,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,SIBASISM,399999,-6668557592,31-03-2022
EU01,5000015900,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0145,-1.0411,32.7894,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,300000,8906133150,04-06-2018
EU01,4900000094,2022,11,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0655,-1.07,32.6771,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-8164242644,02-04-2022
USA1,5000017714,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.016,32.1886,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-7858821150,22-05-2018
USA1,5000018033,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.016,32.0028,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-7832929500,21-07-2018
USA1,4900000101,2022,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0945,-1.1296,31.2092,0,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,SIBASISM,399999,-6361877121,31-03-2022
EU01,5000015262,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0244,-0.9956,31.1163,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-8317974150,17-04-2018
USA1,5000018775,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=BHUSHAN, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0244,-0.9873,30.2649,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,BHUSHAN,191100,-8184201300,16-09-2018
USA1,5000017714,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0161,30.0447,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,7858821150,22-05-2018
USA1,4900000156,2022,9,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Weekend Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0655,-1.2512,29.911,0,1,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,BHUSHAN,300000,-7732866142,02-04-2022
USA1,5000017718,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0192,29.8842,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-7530829650,01-05-2018
EU01,4900000028,2022,6,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; Off-Hours Posting. | Process context: TCode=MB1C, User=BHUSHAN, Account=399999, DocType=WA.",1,2,-1,1,-1,-0.0749,-1.0455,29.8827,1,0,0,0,TRUE,FALSE,TRUE,FALSE,WA,MB1C,BHUSHAN,399999,-6910380500,30-03-2022
USA1,5000018033,2018,1,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=300000, DocType=WE.",1,2,-1,1,-1,-0.0718,-1.0161,29.86,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,300000,7832929500,21-07-2018
USA1,5000017703,2018,2,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation; Off-Hours Posting. | Process context: TCode=MB01, User=SIBASISM, Account=191100, DocType=WE.",1,2,-1,1,-1,-0.0729,-1.0192,29.7182,1,0,0,0,TRUE,TRUE,TRUE,FALSE,WE,MB01,SIBASISM,191100,-7506612900,29-05-2018
USA1,4900000135,2022,5,"Flagged by 2 models (IF, AE). | Key Risk Flags: High Value; High User Deviation; High Account Deviation. | Process context: TCode=MB1C, User=SIBASISM, Account=300000, DocType=WA.",1,2,-1,1,-1,-0.0896,-1.1922,29.6764,0,0,0,0,TRUE,TRUE,TRUE,FALSE,WA,MB1C,SIBASISM,300000,7296846078,31-03-2022
